Generation,Max Distance,Min Distance,Total Distance
0,44,0,890
1,76,0,2059
2,225,0,3190
3,225,0,4397
4,225,0,6049
5,395,0,9237
6,720,0,15195
7,720,0,25083
8,720,0,32511
9,720,0,33939
10,720,0,36027
11,720,0,40271
12,720,0,45231
13,720,0,50966
14,720,0,61801
15,720,0,64039
16,720,0,68049
17,720,0,74964
18,720,0,78752
19,720,0,81136
20,720,0,84466
21,720,0,87001
22,720,0,88555
23,720,0,92376
24,720,0,94478
25,720,0,96142
